"player_name","player_url","season_injured","injury","injured_since","injured_until","duration","games_missed","club"
"
                                    
                        #1                    
                                Joe Whitworth            ","https://www.transfermarkt.com/joe-whitworth/profil/spieler/670840",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #1                    
                                Joe Whitworth            ","https://www.transfermarkt.com/joe-whitworth/marktwertverlauf/spieler/670840",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #31                    
                                Remi Matthews            ","https://www.transfermarkt.com/remi-matthews/profil/spieler/196722","22/23","Hip injury",2022-11-05,2022-11-07,"2 days","1","St. Johnstone FC"
"
                                    
                        #31                    
                                Remi Matthews            ","https://www.transfermarkt.com/remi-matthews/profil/spieler/196722","16/17","Shoulder injury",2016-10-01,2017-01-01,"92 days","14","Hamilton Academical FC"
"
                                    
                        #31                    
                                Remi Matthews            ","https://www.transfermarkt.com/remi-matthews/marktwertverlauf/spieler/196722",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #1                    
                                Owen Goodman            ","https://www.transfermarkt.com/owen-goodman/profil/spieler/814848","23/24","Ankle injury",2023-11-24,2023-12-06,"12 days","3","Colchester United"
"
                                    
                        #1                    
                                Owen Goodman            ","https://www.transfermarkt.com/owen-goodman/marktwertverlauf/spieler/814848",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #6                    
                                Marc Guéhi            ","https://www.transfermarkt.com/marc-guehi/profil/spieler/392757","23/24","Knee problems",2024-02-03,2024-05-01,"88 days","13","Crystal Palace"
"
                                    
                        #6                    
                                Marc Guéhi            ","https://www.transfermarkt.com/marc-guehi/profil/spieler/392757","20/21","Groin injury",2021-03-09,2021-03-19,"10 days","3","Swansea City"
"
                                    
                        #6                    
                                Marc Guéhi            ","https://www.transfermarkt.com/marc-guehi/marktwertverlauf/spieler/392757",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #5                    
                                Joachim Andersen            ","https://www.transfermarkt.com/joachim-andersen/profil/spieler/260827","22/23","Calf injury",2023-01-15,2023-02-15,"31 days","5","Crystal Palace"
"
                                    
                        #5                    
                                Joachim Andersen            ","https://www.transfermarkt.com/joachim-andersen/profil/spieler/260827","21/22","Hamstring injury",2021-11-23,2021-12-13,"20 days","4","Crystal Palace"
"
                                    
                        #5                    
                                Joachim Andersen            ","https://www.transfermarkt.com/joachim-andersen/profil/spieler/260827","20/21","Ankle ligament tear",2020-10-15,2020-11-01,"17 days","2","Fulham FC"
